MGP ID,Entrez Gene ID,Enzyme/Reactants,Gene name,Symbol
MGP006754,"200909 -
5-hydroxytryptamine (serotonin) receptor 3D, ionotropic
HTR3D",-,"5-hydroxytryptamine (serotonin) receptor 3D, ionotropic",HTR3D
MGP006960,"285242 -
5-hydroxytryptamine (serotonin) receptor 3E, ionotropic
HTR3E",-,"5-hydroxytryptamine (serotonin) receptor 3E, ionotropic",HTR3E
MGP001535,"3360 -
5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled
HTR4",-,"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled",HTR4
MGP001536,"3361 -
5-hydroxytryptamine (serotonin) receptor 5A, G protein-coupled
HTR5A",-,"5-hydroxytryptamine (serotonin) receptor 5A, G protein-coupled",HTR5A
MGP001537,"3362 -
5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled
HTR6",-,"5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled",HTR6
MGP001538,"3363 -
5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled
HTR7",-,"5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled",HTR7
MGP001539,"3364 -
HUS1 checkpoint homolog (S. pombe)
HUS1",-,HUS1 checkpoint homolog (S. pombe),HUS1
MGP004111,"10075 
6.3.2.-
HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
HUWE1",6.3.2.-,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",HUWE1
MGP006128,"84329 -
hydrogen voltage gated channel 1
HVCN1",-,hydrogen voltage gated channel 1,HVCN1
MGP001541,"3373 
3.2.1.35| Reactants
hyaluronoglucosaminidase 1
HYAL1",3.2.1.35| Reactants,hyaluronoglucosaminidase 1,HYAL1
MGP003651,"8692 
3.2.1.35| Reactants
hyaluronoglucosaminidase 2
HYAL2",3.2.1.35| Reactants,hyaluronoglucosaminidase 2,HYAL2
MGP003532,"8372 
3.2.1.35| Reactants
hyaluronoglucosaminidase 3
HYAL3",3.2.1.35| Reactants,hyaluronoglucosaminidase 3,HYAL3
MGP004274,"10525 -
hypoxia up-regulated 1
HYOU1",-,hypoxia up-regulated 1,HYOU1
MGP001542,"3375 -
islet amyloid polypeptide
IAPP",-,islet amyloid polypeptide,IAPP
MGP001543,"3376 
6.1.1.5| Reactants
isoleucyl-tRNA synthetase
IARS",6.1.1.5| Reactants,isoleucyl-tRNA synthetase,IARS
MGP005471,"55699 
6.1.1.5| Reactants
isoleucyl-tRNA synthetase 2, mitochondrial
IARS2",6.1.1.5| Reactants,"isoleucyl-tRNA synthetase 2, mitochondrial",IARS2
MGP001544,"3381 -
integrin-binding sialoprotein
IBSP",-,integrin-binding sialoprotein,IBSP
MGP001545,"3383 -
intercellular adhesion molecule 1
ICAM1",-,intercellular adhesion molecule 1,ICAM1
MGP001546,"3384 -
intercellular adhesion molecule 2
ICAM2",-,intercellular adhesion molecule 2,ICAM2
MGP001547,"3385 -
intercellular adhesion molecule 3
ICAM3",-,intercellular adhesion molecule 3,ICAM3
MGP001548,"3386 -
intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)
ICAM4",-,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group),ICAM4
MGP004631,"23308 -
inducible T-cell co-stimulator ligand
ICOSLG",-,inducible T-cell co-stimulator ligand,ICOSLG
MGP001550,"3396 
3.1.1.29| Reactants
immature colon carcinoma transcript 1
ICT1",3.1.1.29| Reactants,immature colon carcinoma transcript 1,ICT1
MGP001551,"3397 -
inhibitor of DNA binding 1, dominant negative helix-loop-helix protein
ID1",-,"inhibitor of DNA binding 1, dominant negative helix-loop-helix protein",ID1
MGP001552,"3417 
1.1.1.42| Reactants
isocitrate dehydrogenase 1 (NADP+), soluble
IDH1",1.1.1.42| Reactants,"isocitrate dehydrogenase 1 (NADP+), soluble",IDH1
MGP001553,"3418 
1.1.1.42| Reactants
isocitrate dehydrogenase 2 (NADP+), mitochondrial
IDH2",1.1.1.42| Reactants,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",IDH2
MGP001554,"3419 
1.1.1.41| Reactants
isocitrate dehydrogenase 3 (NAD+) alpha
IDH3A",1.1.1.41| Reactants,isocitrate dehydrogenase 3 (NAD+) alpha,IDH3A
MGP001555,"3420 
1.1.1.41| Reactants
isocitrate dehydrogenase 3 (NAD+) beta
IDH3B",1.1.1.41| Reactants,isocitrate dehydrogenase 3 (NAD+) beta,IDH3B
MGP001556,"3421 
1.1.1.41| Reactants
isocitrate dehydrogenase 3 (NAD+) gamma
IDH3G",1.1.1.41| Reactants,isocitrate dehydrogenase 3 (NAD+) gamma,IDH3G
MGP001557,"3422 
5.3.3.2| Reactants
isopentenyl-diphosphate delta isomerase 1
IDI1",5.3.3.2| Reactants,isopentenyl-diphosphate delta isomerase 1,IDI1
MGP006265,"91734 
5.3.3.2| Reactants
isopentenyl-diphosphate delta isomerase 2
IDI2",5.3.3.2| Reactants,isopentenyl-diphosphate delta isomerase 2,IDI2
MGP001627,"3620 
1.13.11.52| Reactants
indoleamine 2,3-dioxygenase 1
IDO1",1.13.11.52| Reactants,"indoleamine 2,3-dioxygenase 1",IDO1
MGP006714,"169355 
1.13.11.-| Reactants
indoleamine 2,3-dioxygenase 2
IDO2",1.13.11.-| Reactants,"indoleamine 2,3-dioxygenase 2",IDO2
MGP001558,"3423 
3.1.6.13| Reactants
iduronate 2-sulfatase
IDS",3.1.6.13| Reactants,iduronate 2-sulfatase,IDS
MGP001559,"3425 
3.2.1.76| Reactants
iduronidase, alpha-L-
IDUA",3.2.1.76| Reactants,"iduronidase, alpha-L-",IDUA
MGP001561,"3428 -
interferon, gamma-inducible protein 16
IFI16",-,"interferon, gamma-inducible protein 16",IFI16
MGP001562,"3429 -
interferon, alpha-inducible protein 27
IFI27",-,"interferon, alpha-inducible protein 27",IFI27
MGP004241,"10437 
1.8.-.-
interferon, gamma-inducible protein 30
IFI30",1.8.-.-,"interferon, gamma-inducible protein 30",IFI30
MGP001563,"3430 -
interferon-induced protein 35
IFI35",-,interferon-induced protein 35,IFI35
MGP001121,"2537 -
interferon, alpha-inducible protein 6
IFI6",-,"interferon, alpha-inducible protein 6",IFI6
MGP005746,"64135 
3.6.4.13
interferon induced with helicase C domain 1
IFIH1",3.6.4.13,interferon induced with helicase C domain 1,IFIH1
MGP001565,"3434 -
interferon-induced protein with tetratricopeptide repeats 1
IFIT1",-,interferon-induced protein with tetratricopeptide repeats 1,IFIT1
MGP001564,"3433 -
interferon-induced protein with tetratricopeptide repeats 2
IFIT2",-,interferon-induced protein with tetratricopeptide repeats 2,IFIT2
MGP001566,"3437 -
interferon-induced protein with tetratricopeptide repeats 3
IFIT3",-,interferon-induced protein with tetratricopeptide repeats 3,IFIT3
MGP003581,"8519 -
interferon induced transmembrane protein 1
IFITM1",-,interferon induced transmembrane protein 1,IFITM1
MGP004295,"10581 -
interferon induced transmembrane protein 2
IFITM2",-,interferon induced transmembrane protein 2,IFITM2
MGP004229,"10410 -
interferon induced transmembrane protein 3
IFITM3",-,interferon induced transmembrane protein 3,IFITM3
MGP001567,"3439 -
interferon, alpha 1
IFNA1",-,"interferon, alpha 1",IFNA1
MGP001574,"3446 -
interferon, alpha 10
IFNA10",-,"interferon, alpha 10",IFNA10
MGP001575,"3447 -
interferon, alpha 13
IFNA13",-,"interferon, alpha 13",IFNA13
MGP001576,"3448 -
interferon, alpha 14
IFNA14",-,"interferon, alpha 14",IFNA14
MGP001577,"3449 -
interferon, alpha 16
IFNA16",-,"interferon, alpha 16",IFNA16
MGP001578,"3451 -
interferon, alpha 17
IFNA17",-,"interferon, alpha 17",IFNA17
MGP001568,"3440 -
interferon, alpha 2
IFNA2",-,"interferon, alpha 2",IFNA2
MGP001579,"3452 -
interferon, alpha 21
IFNA21",-,"interferon, alpha 21",IFNA21
MGP001569,"3441 -
interferon, alpha 4
IFNA4",-,"interferon, alpha 4",IFNA4
MGP001570,"3442 -
interferon, alpha 5
IFNA5",-,"interferon, alpha 5",IFNA5
MGP001571,"3443 -
interferon, alpha 6
IFNA6",-,"interferon, alpha 6",IFNA6
MGP001572,"3444 -
interferon, alpha 7
IFNA7",-,"interferon, alpha 7",IFNA7
MGP001573,"3445 -
interferon, alpha 8
IFNA8",-,"interferon, alpha 8",IFNA8
MGP001580,"3454 -
interferon (alpha, beta and omega) receptor 1
IFNAR1",-,"interferon (alpha, beta and omega) receptor 1",IFNAR1
MGP001581,"3456 -
interferon, beta 1, fibroblast
IFNB1",-,"interferon, beta 1, fibroblast",IFNB1
MGP001582,"3458 -
interferon, gamma
IFNG",-,"interferon, gamma",IFNG
MGP001583,"3459 -
interferon gamma receptor 1
IFNGR1",-,interferon gamma receptor 1,IFNGR1
MGP001584,"3460 -
interferon gamma receptor 2 (interferon gamma transducer 1)
IFNGR2",-,interferon gamma receptor 2 (interferon gamma transducer 1),IFNGR2
MGP005489,"55764 -
intraflagellar transport 122
IFT122",-,intraflagellar transport 122,IFT122
MGP003999,"9742 -
intraflagellar transport 140
IFT140",-,intraflagellar transport 140,IFT140
MGP004817,"26160 -
intraflagellar transport 172
IFT172",-,intraflagellar transport 172,IFT172
MGP006237,"90410 -
intraflagellar transport 20
IFT20",-,intraflagellar transport 20,IFT20
MGP005791,"64792 -
intraflagellar transport 22
IFT22",-,intraflagellar transport 22,IFT22
MGP004433,"11020 -
intraflagellar transport 27
IFT27",-,intraflagellar transport 27,IFT27
MGP006324,"112752 -
intraflagellar transport 43
IFT43",-,intraflagellar transport 43,IFT43
MGP005565,"56912 -
intraflagellar transport 46
IFT46",-,intraflagellar transport 46,IFT46
MGP005117,"51098 -
intraflagellar transport 52
IFT52",-,intraflagellar transport 52,IFT52
MGP005369,"55081 -
intraflagellar transport 57
IFT57",-,intraflagellar transport 57,IFT57
MGP005970,"80173 -
intraflagellar transport 74
IFT74",-,intraflagellar transport 74,IFT74
MGP005649,"57560 -
intraflagellar transport 80
IFT80",-,intraflagellar transport 80,IFT80
MGP004980,"28981 -
intraflagellar transport 81
IFT81",-,intraflagellar transport 81,IFT81
MGP003455,"8100 -
intraflagellar transport 88
IFT88",-,intraflagellar transport 88,IFT88
MGP001585,"3479 -
insulin-like growth factor 1 (somatomedin C)
IGF1",-,insulin-like growth factor 1 (somatomedin C),IGF1
MGP001586,"3480 
2.7.10.1| Reactants
insulin-like growth factor 1 receptor
IGF1R",2.7.10.1| Reactants,insulin-like growth factor 1 receptor,IGF1R
MGP001587,"3481 -
insulin-like growth factor 2
IGF2",-,insulin-like growth factor 2,IGF2
MGP004319,"10642 -
insulin-like growth factor 2 mRNA binding protein 1
IGF2BP1",-,insulin-like growth factor 2 mRNA binding protein 1,IGF2BP1
MGP004321,"10644 -
insulin-like growth factor 2 mRNA binding protein 2
IGF2BP2",-,insulin-like growth factor 2 mRNA binding protein 2,IGF2BP2
MGP004320,"10643 -
insulin-like growth factor 2 mRNA binding protein 3
IGF2BP3",-,insulin-like growth factor 2 mRNA binding protein 3,IGF2BP3
MGP001588,"3482 -
insulin-like growth factor 2 receptor
IGF2R",-,insulin-like growth factor 2 receptor,IGF2R
MGP001589,"3483 -
insulin-like growth factor binding protein, acid labile subunit
IGFALS",-,"insulin-like growth factor binding protein, acid labile subunit",IGFALS
MGP001590,"3484 -
insulin-like growth factor binding protein 1
IGFBP1",-,insulin-like growth factor binding protein 1,IGFBP1
MGP001591,"3485 -
insulin-like growth factor binding protein 2, 36kDa
IGFBP2",-,"insulin-like growth factor binding protein 2, 36kDa",IGFBP2
MGP001592,"3486 -
insulin-like growth factor binding protein 3
IGFBP3",-,insulin-like growth factor binding protein 3,IGFBP3
MGP001593,"3487 -
insulin-like growth factor binding protein 4
IGFBP4",-,insulin-like growth factor binding protein 4,IGFBP4
MGP001594,"3488 -
insulin-like growth factor binding protein 5
IGFBP5",-,insulin-like growth factor binding protein 5,IGFBP5
MGP001595,"3489 -
insulin-like growth factor binding protein 6
IGFBP6",-,insulin-like growth factor binding protein 6,IGFBP6
MGP001596,"3490 -
insulin-like growth factor binding protein 7
IGFBP7",-,insulin-like growth factor binding protein 7,IGFBP7
MGP001598,"3549 -
indian hedgehog
IHH",-,indian hedgehog,IHH
MGP003580,"8518 -
inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein
IKBKAP",-,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein",IKBKAP
MGP001599,"3551 
2.7.11.10| Reactants
inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
IKBKB",2.7.11.10| Reactants,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",IKBKB
MGP003966,"9641 
2.7.11.10| Reactants
inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon
IKBKE",2.7.11.10| Reactants,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon",IKBKE
MGP003579,"8517 -
inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma
IKBKG",-,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma",IKBKG
MGP001621,"3596 -
interleukin 13
IL13",-,interleukin 13,IL13
MGP001622,"3606 -
interleukin 18
IL18",-,interleukin 18,IL18
MGP001600,"3552 -
interleukin 1, alpha
IL1A",-,"interleukin 1, alpha",IL1A
MGP001601,"3553 -
interleukin 1, beta
IL1B",-,"interleukin 1, beta",IL1B
MGP001602,"3554 -
interleukin 1 receptor, type I
IL1R1",-,"interleukin 1 receptor, type I",IL1R1
MGP003419,"7850 -
interleukin 1 receptor, type II
IL1R2",-,"interleukin 1 receptor, type II",IL1R2
MGP001603,"3557 -
interleukin 1 receptor antagonist
IL1RN",-,interleukin 1 receptor antagonist,IL1RN
MGP001604,"3558 -
interleukin 2
IL2",-,interleukin 2,IL2
MGP001605,"3559 -
interleukin 2 receptor, alpha
IL2RA",-,"interleukin 2 receptor, alpha",IL2RA
MGP001606,"3560 -
interleukin 2 receptor, beta
IL2RB",-,"interleukin 2 receptor, beta",IL2RB
MGP001607,"3561 -
interleukin 2 receptor, gamma
IL2RG",-,"interleukin 2 receptor, gamma",IL2RG
MGP001608,"3562 -
interleukin 3
IL3",-,interleukin 3,IL3
MGP001609,"3563 -
interleukin 3 receptor, alpha (low affinity)
IL3RA",-,"interleukin 3 receptor, alpha (low affinity)",IL3RA
MGP001610,"3565 -
interleukin 4
IL4",-,interleukin 4,IL4
MGP006909,"259307 
1.4.3.2| Reactants
interleukin 4 induced 1
IL4I1",1.4.3.2| Reactants,interleukin 4 induced 1,IL4I1
MGP001611,"3567 -
interleukin 5
IL5",-,interleukin 5,IL5
MGP001612,"3568 -
interleukin 5 receptor, alpha
IL5RA",-,"interleukin 5 receptor, alpha",IL5RA
MGP001613,"3569 -
interleukin 6
IL6",-,interleukin 6,IL6
MGP001614,"3570 -
interleukin 6 receptor
IL6R",-,interleukin 6 receptor,IL6R
MGP001615,"3572 -
interleukin 6 signal transducer
IL6ST",-,interleukin 6 signal transducer,IL6ST
MGP001616,"3574 -
interleukin 7
IL7",-,interleukin 7,IL7
MGP001617,"3575 -
interleukin 7 receptor
IL7R",-,interleukin 7 receptor,IL7R
MGP001623,"3611 
2.7.11.1| Reactants
integrin-linked kinase
ILK",2.7.11.1| Reactants,integrin-linked kinase,ILK
MGP001624,"3612 
3.1.3.25| Reactants
inositol(myo)-1(or 4)-monophosphatase 1
IMPA1",3.1.3.25| Reactants,inositol(myo)-1(or 4)-monophosphatase 1,IMPA1
MGP001625,"3613 
3.1.3.25| Reactants
inositol(myo)-1(or 4)-monophosphatase 2
IMPA2",3.1.3.25| Reactants,inositol(myo)-1(or 4)-monophosphatase 2,IMPA2
MGP004164,"10207 -
InaD-like (Drosophila)
INADL",-,InaD-like (Drosophila),INADL
MGP001626,"3619 -
inner centromere protein antigens 135/155kDa
INCENP",-,inner centromere protein antigens 135/155kDa,INCENP
MGP005303,"54556 -
inhibitor of growth family, member 3
ING3",-,"inhibitor of growth family, member 3",ING3
MGP005132,"51147 -
inhibitor of growth family, member 4
ING4",-,"inhibitor of growth family, member 4",ING4
MGP006125,"84289 -
inhibitor of growth family, member 5
ING5",-,"inhibitor of growth family, member 5",ING5
MGP001628,"3623 -
inhibin, alpha
INHA",-,"inhibin, alpha",INHA
MGP001629,"3624 -
inhibin, beta A
INHBA",-,"inhibin, beta A",INHBA
MGP001630,"3625 -
inhibin, beta B
INHBB",-,"inhibin, beta B",INHBB
MGP001631,"3626 -
inhibin, beta C
INHBC",-,"inhibin, beta C",INHBC
MGP006083,"83729 -
inhibin, beta E
INHBE",-,"inhibin, beta E",INHBE
MGP004476,"11185 
2.1.1.49| Reactants
indolethylamine N-methyltransferase
INMT",2.1.1.49| Reactants,indolethylamine N-methyltransferase,INMT
MGP001633,"3628 
3.1.3.57;| Reactants
inositol polyphosphate-1-phosphatase
INPP1",3.1.3.57;| Reactants,inositol polyphosphate-1-phosphatase,INPP1
MGP001635,"3631 
3.1.3.66| Reactants
inositol polyphosphate-4-phosphatase, type I, 107kDa
INPP4A",3.1.3.66| Reactants,"inositol polyphosphate-4-phosphatase, type I, 107kDa",INPP4A
MGP003704,"8821 
3.1.3.66| Reactants
inositol polyphosphate-4-phosphatase, type II, 105kDa
INPP4B",3.1.3.66| Reactants,"inositol polyphosphate-4-phosphatase, type II, 105kDa",INPP4B
MGP001636,"3632 
3.1.3.56| Reactants
inositol polyphosphate-5-phosphatase, 40kDa
INPP5A",3.1.3.56| Reactants,"inositol polyphosphate-5-phosphatase, 40kDa",INPP5A
MGP001637,"3633 
3.1.3.36| Reactants
inositol polyphosphate-5-phosphatase, 75kDa
INPP5B",3.1.3.36| Reactants,"inositol polyphosphate-5-phosphatase, 75kDa",INPP5B
MGP001638,"3635 
3.1.3.86| Reactants
inositol polyphosphate-5-phosphatase, 145kDa
INPP5D",3.1.3.86| Reactants,"inositol polyphosphate-5-phosphatase, 145kDa",INPP5D
MGP005551,"56623 
3.1.3.36| Reactants
inositol polyphosphate-5-phosphatase, 72 kDa
INPP5E",3.1.3.36| Reactants,"inositol polyphosphate-5-phosphatase, 72 kDa",INPP5E
MGP004922,"27124 
3.1.3.56| Reactants
inositol polyphosphate-5-phosphatase J
INPP5J",3.1.3.56| Reactants,inositol polyphosphate-5-phosphatase J,INPP5J
MGP005248,"51763 
3.1.3.56| Reactants
inositol polyphosphate-5-phosphatase K
INPP5K",3.1.3.56| Reactants,inositol polyphosphate-5-phosphatase K,INPP5K
MGP001639,"3636 
3.1.3.86| Reactants
inositol polyphosphate phosphatase-like 1
INPPL1",3.1.3.86| Reactants,inositol polyphosphate phosphatase-like 1,INPPL1
MGP001634,"3630 -
insulin
INS",-,insulin,INS
MGP001640,"3638 -
insulin induced gene 1
INSIG1",-,insulin induced gene 1,INSIG1
MGP005130,"51141 -
insulin induced gene 2
INSIG2",-,insulin induced gene 2,INSIG2
MGP001641,"3640 -
insulin-like 3 (Leydig cell)
INSL3",-,insulin-like 3 (Leydig cell),INSL3
MGP004092,"10022 -
insulin-like 5
INSL5",-,insulin-like 5,INSL5
MGP001642,"3642 -
insulinoma-associated 1
INSM1",-,insulinoma-associated 1,INSM1
MGP001643,"3643 
2.7.10.1| Reactants
insulin receptor
INSR",2.7.10.1| Reactants,insulin receptor,INSR
MGP004926,"27152 -
inturned planar cell polarity protein
INTU",-,inturned planar cell polarity protein,INTU
MGP004016,"9807 
2.7.4.21| Reactants
inositol hexakisphosphate kinase 1
IP6K1",2.7.4.21| Reactants,inositol hexakisphosphate kinase 1,IP6K1
MGP005189,"51447 
2.7.4.21| Reactants
inositol hexakisphosphate kinase 2
IP6K2",2.7.4.21| Reactants,inositol hexakisphosphate kinase 2,IP6K2
MGP006863,"253430 
2.7.1.151| Reactants
inositol polyphosphate multikinase
IPMK",2.7.1.151| Reactants,inositol polyphosphate multikinase,IPMK
MGP001784,"3843 -
importin 5
IPO5",-,importin 5,IPO5
MGP004275,"10526 -
importin 8
IPO8",-,importin 8,IPO8
MGP005788,"64768 
2.7.1.158| Reactants
inositol 1,3,4,5,6-pentakisphosphate 2-kinase
IPPK",2.7.1.158| Reactants,"inositol 1,3,4,5,6-pentakisphosphate 2-kinase",IPPK
MGP003971,"9657 -
IQ motif containing B1
IQCB1",-,IQ motif containing B1,IQCB1
MGP004625,"23288 -
IQ motif containing E
IQCE",-,IQ motif containing E,IQCE
MGP003707,"8826 -
IQ motif containing GTPase activating protein 1
IQGAP1",-,IQ motif containing GTPase activating protein 1,IQGAP1
MGP001646,"3654 
2.7.11.1;| Reactants
interleukin-1 receptor-associated kinase 1
IRAK1",2.7.11.1;| Reactants,interleukin-1 receptor-associated kinase 1,IRAK1
MGP001648,"3656 -
interleukin-1 receptor-associated kinase 2
IRAK2",-,interleukin-1 receptor-associated kinase 2,IRAK2
MGP004481,"11213 
2.7.11.1| Reactants
interleukin-1 receptor-associated kinase 3
IRAK3",2.7.11.1| Reactants,interleukin-1 receptor-associated kinase 3,IRAK3
MGP005129,"51135 
2.7.11.1| Reactants
interleukin-1 receptor-associated kinase 4
IRAK4",2.7.11.1| Reactants,interleukin-1 receptor-associated kinase 4,IRAK4
MGP001649,"3659 -
interferon regulatory factor 1
IRF1",-,interferon regulatory factor 1,IRF1
MGP001650,"3660 -
interferon regulatory factor 2
IRF2",-,interferon regulatory factor 2,IRF2
MGP001651,"3661 -
interferon regulatory factor 3
IRF3",-,interferon regulatory factor 3,IRF3
MGP001652,"3662 -
interferon regulatory factor 4
IRF4",-,interferon regulatory factor 4,IRF4
MGP001653,"3663 -
interferon regulatory factor 5
IRF5",-,interferon regulatory factor 5,IRF5
MGP001654,"3664 -
interferon regulatory factor 6
IRF6",-,interferon regulatory factor 6,IRF6
MGP001655,"3665 -
interferon regulatory factor 7
IRF7",-,interferon regulatory factor 7,IRF7
MGP001549,"3394 -
interferon regulatory factor 8
IRF8",-,interferon regulatory factor 8,IRF8
MGP004216,"10379 -
interferon regulatory factor 9
IRF9",-,interferon regulatory factor 9,IRF9
MGP001656,"3667 -
insulin receptor substrate 1
IRS1",-,insulin receptor substrate 1,IRS1
MGP003562,"8471 -
insulin receptor substrate 4
IRS4",-,insulin receptor substrate 4,IRS4
MGP003965,"9636 -
ISG15 ubiquitin-like modifier
ISG15",-,ISG15 ubiquitin-like modifier,ISG15
MGP001657,"3669 
3.1.13.1
interferon stimulated exonuclease gene 20kDa
ISG20",3.1.13.1,interferon stimulated exonuclease gene 20kDa,ISG20
MGP001658,"3670 -
ISL LIM homeobox 1
ISL1",-,ISL LIM homeobox 1,ISL1
MGP005194,"51477 
5.5.1.4| Reactants
inositol-3-phosphate synthase 1
ISYNA1",5.5.1.4| Reactants,inositol-3-phosphate synthase 1,ISYNA1
MGP006084,"83737 
6.3.2.-
itchy E3 ubiquitin protein ligase
ITCH",6.3.2.-,itchy E3 ubiquitin protein ligase,ITCH
MGP001659,"3672 -
integrin, alpha 1
ITGA1",-,"integrin, alpha 1",ITGA1
MGP003577,"8515 -
integrin, alpha 10
ITGA10",-,"integrin, alpha 10",ITGA10
MGP004517,"22801 -
integrin, alpha 11
ITGA11",-,"integrin, alpha 11",ITGA11
MGP001660,"3673 -
integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)
ITGA2",-,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)",ITGA2
MGP001661,"3674 -
integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)
ITGA2B",-,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)",ITGA2B
MGP001662,"3675 -
integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)
ITGA3",-,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)",ITGA3
MGP001663,"3676 -
integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)
ITGA4",-,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",ITGA4
MGP001664,"3678 -
integrin, alpha 5 (fibronectin receptor, alpha polypeptide)
ITGA5",-,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",ITGA5
